|,|__state,|__site_name,|__county,|__info,|__latitude,|__longitude,|__elev,|__station
850,MT,Warm Springs ,Granite,Headwaters Warm Springs Creek ,46.27368,-113.164,2377.4,WRMM8
852,WY,Webber Springs ,Carbon,North Fork Encampment River ,41.15946,-106.92714,2819.4,WBSW4
853,UT,Webster Flat ,Iron,Upper Deep Creek ,37.57493,-112.90153,2791.4,WFLU1
854,NM,Wesner Springs ,San Miguel,Porvenir Canyon-Gallinas Creek ,35.77556,-105.5425,3389.4,WSSN5
855,ID,West Branch ,Adams,Upper Weiser River ,45.0722,-116.45413,1694.7,WBRI1
857,CO,Whiskey Ck ,Las Animas,North Fork Purgatoire River ,37.21411,-105.12245,3115.1,WSKC2
858,MT,Whiskey Creek ,Gallatin,Middle South Fork Madison River ,44.61088,-111.14998,2072.6,WSKM8
859,WY,Whiskey Park ,Carbon,Little Snake River-Whiskey Creek ,41.00289,-106.90848,2728,WPKW4
860,ID,White Elephant ,Fremont,Coffee Pot-Henrys Fork ,44.53267,-111.41085,2350,WHEI1
861,AZ,White Horse Lake ,Coconino,Upper Hell Canyon ,35.14202,-112.14915,2188.5,WHLA3
862,MT,White Mill ,Park,Broadwater Creek-Clarks Fork Yellowstone River ,45.04575,-109.90987,2651.8,WHTM8
863,WA,White Pass E.S. ,Yakima,Clear Creek ,46.64142,-121.38153,1353.3,WHPW1
864,UT,White River #1 ,Wasatch,Right Fork White River ,39.96443,-110.98848,2625.2,WRVU1
865,UT,Widtsoe #3 ,Garfield,Sweetwater Creek ,37.83631,-111.8817,2935.2,WSTU1
866,AZ,Wildcat ,Greenlee,Centerfire Creek ,33.75835,-109.47973,2392.7,WCTA3
867,ID,Wildhorse Divide ,Bannock,Mink Creek ,42.75743,-112.47783,1978.2,WHDI1
868,WY,Willow Creek ,Lincoln,Willow Creek ,42.81513,-110.83515,2554.2,WILW4
869,CO,Willow Creek Pass ,Grand,Upper Willow Creek ,40.34703,-106.09433,2907.8,WLLC2
870,CO,Willow Park ,Larimer,Fall River ,40.43254,-105.73337,3261.4,WPRC2
871,ID,Wilson Creek ,Twin Falls,Upper Wilson Creek ,42.01257,-115.00278,2170.2,WLCI1
872,WY,Windy Peak ,Albany,Headwaters Horseshoe Creek ,42.2802,-105.57816,2407.9,WNDW4
873,OR,Wolf Creek ,Union,Upper Wolf Creek ,45.06703,-118.15192,1716,WFCO3
874,CO,Wolf Creek Summit ,Mineral,Wolf Creek ,37.47922,-106.8017,3352.8,WCSC2
875,WY,Wolverine ,Park,Lower Crandall Creek ,44.80417,-109.657,2331.7,WLVW4
876,MT,Wood Creek ,Lewis And Clark,Wood Creek ,47.44847,-112.81428,1816.6,WODM8
877,AZ,Workman Creek ,Gila,Workman Creek ,33.81242,-110.91773,2103.1,WKMA3
878,WY,Younts Peak ,Park,Younts Creek-South Fork Shoshone River ,43.93225,-109.81775,2545.1,YOUW4
893,MT,Tizer Basin ,Jefferson,Headwaters Crow Creek ,46.34937,-111.85308,2097,TIBM8
895,ID,Chocolate Gulch ,Blaine,Eagle Creek-Big Wood River ,43.7685,-114.41812,1962.9,CHOI1
896,UT,Hardscrabble ,Morgan,Hardscrabble Creek ,40.86837,-111.71858,2216.8,HARU1
897,WA,Meadows Pass ,King,Headwaters Cedar River ,47.28312,-121.47197,984.5,MPSW1
898,WA,Mount Gardner ,King,Chester Morse Lake-Cedar River ,47.35768,-121.56812,890,MGSW1
899,WA,Tinkham Creek ,King,Headwaters Cedar River ,47.33198,-121.46975,911.4,TKSW1
901,MT,Stuart Mountain ,Missoula,Lower Rattlesnake Creek ,46.99523,-113.92664,2255.5,STTM8
902,AZ,Beaver Head ,Greenlee,Upper Beaver Creek ,33.69144,-109.21657,2435.4,XBHA3
903,MT,Nevada Ridge ,Lewis And Clark,Poorman Creek ,46.84234,-112.50757,2139.7,NVRM8
904,CO,Columbus Basin ,La Plata,Headwaters La Plata River ,37.44147,-108.02445,3287.3,CMBC2
905,CO,Mancos ,Montezuma,West Mancos River ,37.43087,-108.16954,3048,MNCC2
906,UT,Dry Fork ,Salt Lake,Bingham Creek ,40.5655,-112.17344,2178.4,DRFU1
907,UT,Agua Canyon ,Kane,East Fork Sevier River Headwaters ,37.52217,-112.27118,2709.4,AGUU1
908,WA,Alpine Meadows ,King,Upper North Fork Tolt River ,47.77957,-121.69847,1066.8,APSW1
909,WA,Wells Creek ,Whatcom,Wells Creek ,48.8661,-121.78976,1228.3,WCSW1
910,WA,Elbow Lake ,Whatcom,Wanlick Creek-South Fork Nooksack River ,48.69092,-121.90893,926.6,ELSW1
911,WA,Rex River ,King,Rex River ,47.30218,-121.60475,1161.3,RXSW1
912,WA,Skookum Creek ,King,Upper South Fork Tolt River ,47.68433,-121.61007,1008.9,KUSW1
913,CO,Buffalo Park ,Grand,Red Dirt Creek ,40.22861,-106.59528,2816.4,BUFC2
914,CO,Medano Pass ,Saguache,Medano Creek ,37.85164,-105.43614,2941,MDPC2
915,ID,Schwartz Lake ,Lemhi,Basin Creek ,44.84618,-113.83732,2603,SCHI1
916,MT,Albro Lake ,Madison,South Willow Creek ,45.59723,-111.95902,2529.8,ABRM8
917,MT,Rocky Boy ,Hill,Upper Beaver Creek ,48.17478,-109.64728,1432.6,ROCM8
918,MT,Garver Creek ,Lincoln,Upper West Fork Yaak River ,48.97523,-115.81915,1295.4,GVRM8
919,MT,Daisy Peak ,Meagher,Mud Creek ,46.66858,-110.33022,2316.5,DAZM8
920,SD,North Rapid Creek ,Lawrence,North Fork Rapid Creek ,44.20617,-103.78758,1868.4,NRPS2
921,NM,Elk Cabin ,Santa Fe,Headwaters Santa Fe River ,35.7043,-105.80675,2502.4,ELCN5
922,NM,Santa Fe ,Santa Fe,Headwaters Santa Fe River ,35.76694,-105.78333,3488.4,SFSN5
923,WY,Deer Park ,Fremont,Headwaters Little Popo Agie River ,42.59076,-108.90273,2956.6,DPKW4
924,MT,West Yellowstone ,Gallatin,Lower South Fork Madison River ,44.65866,-111.09199,2042.2,WYSM8
925,OR,South Fork Bull Run ,Clackamas,South Fork Bull Run River ,45.44575,-122.03125,819.9,SFBO3
926,ID,Smiley Mountain ,Custer,Lower Star Hope Creek ,43.72718,-113.83402,2901.7,SMMI1
927,AZ,Snowslide Canyon ,Coconino,Bear Jaw Canyon ,35.3416,-111.65058,2965.7,XSCA3
928,WA,Huckleberry Creek ,Pierce,Silver Creek-White River ,47.06565,-121.59,685.8,HKSW1
929,MT,Sacajawea ,Gallatin,Upper Brackett Creek ,45.87395,-110.92783,1996.4,SAJM8
930,MT,Peterson Meadows ,Granite,Silver Lake ,46.12588,-113.30792,2194.6,PTNM8
931,WY,Big Goose ,Sheridan,Lower East Fork Big Goose Creek ,44.57924,-107.20068,2435.4,BGEW4
932,MT,Poorman Creek ,Lincoln,Upper Grave Creek ,48.12672,-115.62333,1554.5,PMNM8
933,NM,Rice Park ,Valencia,Sawyer Creek ,35.23333,-108.26667,2578.6,RPRN5
934,NM,Tolby ,Colfax,Ute Creek-Cimarron River ,36.47493,-105.19468,3102.9,TOLN5
935,CO,Jackwhacker Gulch ,Clear Creek,Geneva Creek ,39.56667,-105.8,3340.6,JWGC2
936,CO,Echo Lake ,Clear Creek,Vance Creek ,39.65627,-105.59345,3230.9,ECLC2
937,CO,Michigan Creek ,Park,Michigan Creek ,39.43577,-105.91078,3230.9,MIHC2
938,CO,Buckskin Joe ,Park,Headwaters Middle Fork South Platte River ,39.3035,-106.11307,3398.5,BUCC2
939,CO,Rough And Tumble ,Park,Headwaters South Fork South Platte River ,39.03333,-106.08333,3157.7,ROUC2
940,CO,Lost Dog ,Routt,Outlet North Fork Elk Creek ,40.81588,-106.74835,2840.7,LOTC2
941,WA,Mowich ,Pierce,Voight Creek ,46.92833,-121.95232,963.2,MHSW1
942,WA,Burnt Mountain ,Pierce,Wilkeson Creek ,47.0444,-121.94032,1271,BUSW1
943,WA,Dungeness ,Clallam,Headwaters Dungeness River ,47.87224,-123.0788,1222.3,DGSW1
944,WY,Gunsight Pass ,Sublette,Middle South Fork Fish Creek ,43.38332,-109.87815,2993.1,GUNW4
945,OR,Gerber Reservoir ,Klamath,Gerber Reservoir ,42.2062,-121.1334,1490.5,GSTO3
946,AK,Indian Pass ,Anchorage,Headwaters Ship Creek ,61.06767,-149.4795,716.3,INPA2
947,AK,Little Chena Ridge ,Fairbanks North Star,190405060706-Little Chena River ,65.12422,-146.7339,609.6,LCHA2
948,AK,Mt. Ryan ,Fairbanks North Star,Headwaters West Fork Chena River ,65.25119,-146.15133,853.4,MTRA2
949,AK,Monument Creek ,Fairbanks North Star,Monument Creek ,65.07833,-145.87067,563.9,MNCA2
950,AK,Munson Ridge ,Fairbanks North Star,Rock Creek-Chena River ,64.85033,-146.20945,944.9,MSOA2
951,AK,Teuchet Creek ,Fairbanks North Star,Teuchet Creek ,64.94583,-145.51667,499.9,TEUA2
952,AK,Upper Chena ,Fairbanks North Star,Headwaters Middle Fork Chena River ,65.1,-144.93317,868.7,UCEA2
954,AK,Turnagain Pass ,Kenai Peninsula,Granite Creek ,60.78043,-149.18325,573,TUGA2
955,AK,Summit Creek ,Kenai Peninsula,Headwaters Canyon Creek ,60.61713,-149.53128,426.7,SUUA2
956,AK,Grandview ,Kenai Peninsula,Headwaters Trail Creek ,60.60832,-149.06313,335.3,GRVA2
957,AK,Atigun Pass ,North Slope,Chandalar Shelf ,68.12983,-149.47817,1463,ATGA2
958,AK,Coldfoot ,Yukon-koyukuk,Slate Creek ,67.25333,-150.183,317,COFA2
959,AK,Cooper Lake ,Kenai Peninsula,Kenai Lake ,60.39027,-149.6936,365.8,CORA2
960,AK,Eagle Summit ,Yukon-koyukuk,Porcupine Creek ,65.48588,-145.41212,1112.5,EAGA2
961,AK,Fort Yukon ,Yukon-koyukuk,Seventeen Mile Slough-Yukon River ,66.5705,-145.24553,131.1,FYNA2
962,AK,Gobblers Knob ,Yukon-koyukuk,Outlet Prospect Creek ,66.745,-150.6675,618.7,GOBA2
963,AK,Granite Crk ,Southeast Fairbanks,Granite Creek ,63.94382,-145.39993,378,GCKA2
964,AK,Grouse Creek Divide ,Kenai Peninsula,South Fork Snow River ,60.25965,-149.34228,213.4,GCRA2
966,AK,Kenai Moose Pens ,Kenai Peninsula,Upper Moose River ,60.727,-150.47517,91.4,KMPA2
967,AK,Susitna Valley High ,Matanuska-susitna,Little Montana Creek-Montana Creek ,62.13333,-150.04167,114.3,SUVA2
968,AK,Imnaviat Creek ,North Slope,Headwaters Toolik River ,68.61683,-149.30017,929.6,TOOA2
969,AZ,Happy Jack ,Coconino,Brady Canyon ,34.74598,-111.41207,2325.6,XHJA3
970,CO,Jones Pass ,Grand,Headwaters Williams Fork ,39.7645,-105.90623,3169.9,JNPC2
971,UT,Parrish Creek ,Davis,Holbrook Creek-Frontal Farmington Bay ,40.93361,-111.81398,2367.4,PCRU1
972,UT,Louis Meadow ,Salt Lake,City Creek ,40.83014,-111.76391,2046.4,LMSU1
973,AK,Rocky Point ,Nome,Golovnin Lagoon-Frontal Golovnin Bay ,64.53482,-163.4214,152.4,RPTA2
974,WA,Waterhole ,Clallam,Lillian Creek ,47.94485,-123.42594,1527.1,WHSW1
975,WA,Swamp Creek ,Skagit,Canada ,48.57142,-120.78267,1197.9,SWSW1
977,CA,Crowder Flat ,Modoc,Mosquito Creek-Willow Creek ,41.89318,-120.75202,1575.8,CRWC1
978,ID,Bogus Basin ,Boise,Cottonwood Creek-Shafer Creek ,43.76377,-116.09685,1932.4,BOGI1
979,ID,Van Wyck ,Washington,Lower North Crane Creek ,44.37665,-116.3366,1499.6,VWGI1
981,MT,Burnt Mtn ,Carbon,West Red Lodge Creek ,45.2401,-109.45961,1792.2,BMTM8
982,WY,Cole Canyon ,Crook,South Redwater Creek ,44.48632,-104.41057,1801.4,CLCW4
983,UT,Clayton Springs ,Garfield,Coyote Hollow-Antimony Creek ,37.97262,-111.83361,3052,CSPU1
984,WA,Spruce Springs ,Garfield,North Fork Asotin Creek ,46.18287,-117.54155,1737.4,SPGW1
985,WA,Sourdough Gulch ,Asotin,Lick Creek ,46.23718,-117.39438,1219.2,SGUW1
986,AK,Pargon Creek ,Nome,Slate Creek-Fish River ,64.9935,-163.10317,91.4,PCRA2
987,AK,Port Graham ,Kenai Peninsula,1.90E+11,59.35065,-151.84768,91.4,PGRA2
988,ID,Hidden Lake ,Boundary,Cow Creek ,48.8937,-116.75748,1536.2,HDLI1
989,ID,Moscow Mountain ,Latah,Little Bear Creek ,46.805,-116.8535,1432.6,MSCI1
990,WA,Beaver Pass ,Whatcom,McNaught Creek-Skagit River ,48.8793,-121.2555,1106.4,BVPW1
991,WA,Hozomeen Camp ,Whatcom,Klesilkwa River ,48.98075,-121.07976,502.9,HZOW1
992,UT,Bear River RS ,Summit,Willow Creek-Bear River ,40.8852,-110.82774,2594.5,STLU1
998,WA,Easy Pass ,Whatcom,Indian Creek-Chilliwack River ,48.85933,-121.43895,1606.3,EPSW1
999,WA,Marten Ridge ,Whatcom,Diablo Lake-Skagit River ,,,,
1000,OR,Annie Springs ,Klamath,Upper Annie Creek ,42.87007,-122.16518,1831.9,ANSO3
1001,AK,Long Lake ,Juneau,Long River ,58.186,-133.83217,259.1,LLKA2
1003,AK,Mcneil Canyon ,Kenai Peninsula,Swift Creek-Frontal Kachemak Bay ,59.08332,-151.25133,402.3,MCNA2
1005,CO,Ute Creek ,Costilla,East Fork Ute Creek ,37.61497,-105.37327,3246.1,UTCC2
1006,NV,Lewis Peak ,Lander,Trout Creek ,40.35757,-116.86492,2242.4,LWPN2
1008,MT,Onion Park ,Meagher,Upper Tenderfoot Creek ,46.91348,-110.8536,2258.6,ONPM8
1009,MT,Stringer Creek ,Meagher,Upper Tenderfoot Creek ,46.9269,-110.90198,1996.4,STCM8
1010,OR,Crazyman Flat ,Klamath,Paradise Creek ,42.6381,-120.94917,1883.7,CZFO3
1011,WA,MF Nooksack ,Whatcom,Clearwater Creek ,48.82453,-121.92951,1514.9,MNOW1
1012,WA,Swift Creek ,Skamania,Swift Creek ,46.1638,-122.18402,1353.3,SWCW1
1013,UT,Temple Fork ,Cache,Temple Fork ,41.79332,-111.5459,2261.9,TPKU1
1014,CO,Middle Fork Camp ,Grand,Headwaters Williams Fork ,39.7956,-106.0273,2724.9,MFKC2
1015,WY,Sage Creek Basin ,Carbon,Upper Sage Creek ,41.401,-107.25717,2392.7,SGBW4
1016,ID,Long Valley ,Valley,Lake Fork Creek ,44.78835,-116.08878,1490.5,LGVI1
1017,NM,Vacas Locas ,Rio Arriba,Headwaters Rio de Las Vacas ,36.02635,-106.81362,2836.5,VACN5
1030,CO,Arapaho Ridge ,Grand,Rabbit Ears Creek-Troublesome Creek ,40.35098,-106.38142,3340.6,ARPC2
1031,CO,Never Summer ,Jackson,Jack Creek ,40.40405,-105.95583,3133.4,NEVC2
1032,CO,Rawah ,Jackson,Middle Canadian River ,40.7075,-106.0076,2749.3,RAWC2
1033,CO,Zirkel ,Jackson,Middle North Fork North Platte River ,40.79488,-106.59535,2846.8,ZIRC2
1034,NM,Sierra Blanca ,Lincoln,Upper Rio Ruidoso ,33.40472,-105.78722,3133.4,SIEN5
1035,AK,Moraine ,Anchorage,Eklutna Lake ,61.37727,-148.99917,640.1,MORA2
1036,AK,Johnsons Camp ,Nome,Pine Creek ,,,,
1037,AK,Nuka Glacier ,Kenai Peninsula,Bradley Lake ,59.69867,-150.70967,381,NUKA2
1039,UT,Cascade Mountain ,Utah,Rock Canyon-Provo RIver ,40.28296,-111.6099,2361.3,CAMU1
1040,CO,Mccoy Park ,Eagle,June Creek-Eagle River ,39.60468,-106.54128,2889.5,MCYC2
1041,CO,Beaver Ck Village ,Eagle,Beaver Creek-Eagle Creek ,39.59917,-106.51142,2590.8,BCVC2
1042,CO,Wild Basin ,Boulder,Headwaters North Saint Vrain Creek ,40.20105,-105.60248,2913.9,WLBC2
1043,WA,Sentinel Butte ,Ferry,Canada ,,,,
1044,OR,Toketee Airstrip ,Douglas,Lower Fish Creek ,43.22718,-122.42537,987.6,TOKO3
1045,WY,Crow Creek ,Albany,North Fork Crow Creek ,41.2287,-105.38278,2539,CRWW4
1046,WY,Cinnabar Park ,Albany,Headwaters Little Laramie River ,41.23837,-106.23095,2918.2,CINW4
1047,WY,Little Snake River ,Carbon,North Fork Little Snake River ,41.07053,-106.94283,2717.3,LITW4
1048,NM,Mcknight Cabin ,Grant,Sheppard Canyon-Mimbres River ,33.00812,-107.86975,2816.4,MCKN5
1049,CA,Forestdale Creek ,Alpine,Upper West Fork Carson River ,38.68234,-119.96066,2442.4,FDCC1
1050,CA,Horse Meadow ,Alpine,Middle West Fork Carson River ,38.83652,-119.88732,2631,TEM13
1051,CA,Burnside Lake ,Alpine,Hot Springs Creek ,38.71933,-119.8952,2486.6,BSKC1
1052,CA,Summit Meadow ,Alpine,Mill Creek ,38.3974,-119.53622,2843.2,SDWC1
1053,ID,Myrtle Creek ,Boundary,Myrtle Creek ,48.72263,-116.46312,1072.9,MYRI1
1054,UT,Farmington Lower ,Davis,Farmington Creek-Frontal Farmington Bay ,40.99189,-111.81707,2092.8,FARU1
1055,AK,Upper Tsaina River ,Valdez-cordova,Middle Tsina River ,61.19112,-145.64807,533.4,UPPA2
1056,UT,Lightning Ridge ,Weber,Left Fork South Fork Ogden River ,41.3589,-111.48747,2496.6,LIGU1
1057,CO,Glen Cove ,Teller,Headwaters Fountain Creek ,38.87583,-105.07367,3493,GLNC2
1058,CO,Grayback ,Rio Grande,East Fork Pinos Creek ,37.47033,-106.53783,3541.8,GYBC2
1059,CO,Cochetopa Pass ,Saguache,Luders Creek ,38.16283,-106.59888,3054.1,CZSC2
1060,CO,Sharkstooth ,Montezuma,Bear Creek ,37.50357,-108.11373,3267.5,SKZC2
1061,CO,Bear River ,Routt,Yamcolo Reservoir-Bear River ,40.06153,-107.00955,2767.6,BRRC2
1062,AK,Anchor River Divide ,Kenai Peninsula,Headwaters Anchor River ,59.85972,-151.315,503.8,ARDA2
1063,AK,Kachemak Creek ,Kenai Peninsula,Bradley Lake ,59.72893,-150.66113,506,KCKA2
1064,AK,Middle Fork Bradley ,Kenai Peninsula,Bradley River ,59.77683,-150.75733,701,MFBA2
1065,UT,Gutz Peak ,Washington,Pine Park Canyon ,37.49486,-113.94206,2089.7,GTZU1
1066,UT,Gardner Peak ,Washington,Grass Valley Creek ,37.401,-113.46005,2535.3,GAPU1
1067,CA,Carson Pass ,Alpine,Caples Creek ,38.69263,-120.00217,2556.7,CXSC1
1068,WA,Sawmill Ridge ,King,Lester Creek-Green River ,47.15992,-121.42172,1414.3,SAWW1
1069,WA,Lynn Lake ,King,Howard Hansen Dam-Green River ,47.20172,-121.77972,1188.7,LAKW1
1070,AK,Anchorage Hillside ,Anchorage,South Fork Campbell Creek ,61.11483,-149.66683,634,HILA2
1071,AK,Esther Island ,Valdez-cordova,Esther Lake-Frontal Prince William Sound ,60.789,-148.0857,15.2,ESIA2
1072,AK,Kantishna ,Denali,Moose Creek ,63.54167,-150.994,472.4,KTSA2
1073,AK,Mt. Eyak ,Valdez-cordova,Orca Inlet-Frontal Prince William Sound ,60.55,-145.745,428.2,EYKA2
1077,OR,Swan Lake Mtn ,Klamath,Grizzly Butte ,42.41323,-121.68002,2081.8,SWNO3
1078,OR,Sun Pass ,Klamath,Egan Spring-Williamson River ,42.78637,-121.97715,1645.9,SSSO3
1079,OR,Milk Shakes ,Wallowa,Upper Mill Creek ,45.9821,-117.94883,1700.8,MLKO3
1080,WA,Brown Top ,Whatcom,Maselpanik Creek ,48.92755,-121.19713,1777,BRTW1
1081,ID,Ragged Mountain ,Kootenai,Rathdrum Creek ,47.85583,-117.03667,1283.2,RAGI1
1082,WY,Grand Targhee ,Teton,Teton Creek ,43.77933,-110.92783,2822.5,GTHW4
1083,NM,Tres Ritos ,Taos,Osha Canyon-Rio Pueblo ,36.12778,-105.52714,2621.3,TREN5
1084,OR,Miller Woods ,Yamhill,Baker Creek ,45.24755,-123.27563,128,MWDO3
1085,WA,Cayuse Pass ,Pierce,Headwaters White River ,46.86954,-121.5343,1597.2,CAYW1
1089,AK,Tokositna Valley ,Matanuska-susitna,Upper Tokositna River ,62.63,-150.77617,259.1,TKVA2
1090,AK,Upper Nome Creek ,Yukon-koyukuk,Sumner Creek-Nome Creek ,65.3671,-146.592,807.7,UNCA2
1091,AK,Independence Mine ,Matanuska-susitna,Cow Lake-Fish Creek ,61.79117,-149.27967,1082,HATA2
1092,AK,Exit Glacier ,Kenai Peninsula,Oulet Resurrection River ,60.19033,-149.62117,121.9,EXGA2
1093,AK,Chisana ,Southeast Fairbanks,Red Hill Creek-Chisana River ,62.069,-142.049,1011.9,CNAA2
1094,AK,Monahan Flat ,Matanuska-susitna,West Fork Susitna River ,63.30533,-147.64633,826,MNFA2
1095,AK,Sugarloaf Mtn ,Valdez-cordova,Port Valdez-Frontal Valdez Arm ,61.081,-146.2995,167.9,SUGA2
1096,AK,May Creek ,Valdez-cordova,Lower Young Creek ,61.34783,-142.70967,490.7,SNCA2
1097,UT,Timberline ,Carbon,Grassy Trail Reservoir-Grassy Trail Creek ,39.67712,-110.43395,2658.2,TLNU1
1098,UT,Usu Doc Daniel ,Cache,Tony Grove Creek ,41.86429,-111.50596,2624.9,UDDU1
1099,UT,Jones Corral ,Garfield,East Fork Sevier River Outlet ,38.07119,-112.16768,2959,JCRU1
1100,CO,Saint Elmo ,Chaffee,Headwaters Chalk Creek ,38.69978,-106.36801,3212.6,CTEC2
1101,CO,Chapman Tunnel ,Pitkin,Deeds Creek-Fryingpan River ,39.26217,-106.62931,3081.5,HAPC2
1102,CO,Hayden Pass ,Saguache,Piney Creek-San Luis Creek ,38.29326,-105.8505,3267.5,HPAC2
1103,AK,Mt. Alyeska ,Anchorage,Glacier Creek ,60.95983,-149.08617,469.4,YESA2
1104,WA,Pepper Creek ,Skamania,Little Creek-Lewis River ,46.10242,-121.95555,652.3,PPCW1
1105,MT,East Boulder Mine ,Sweet Grass,Upper East Boulder River ,45.50381,-110.08019,1930.9,EBMM8
1106,MT,Elk Peak ,Meagher,Alabaugh Creek ,46.4845,-110.7125,2316.5,WHSM8
1107,WA,Buckinghorse ,Jefferson,Headwaters Elwha River ,47.7086,-123.45747,1484.4,BKHW1
1109,WA,Calamity ,Skamania,Lower Canyon Creek ,45.90362,-122.21633,762,CLJW1
1110,NV,Rainbow Canyon ,Clark,Kyle Canyon ,36.2493,-115.62972,2400.3,RACN2
1111,NV,Bristlecone Trail ,Clark,Lee Canyon ,36.31575,-115.69543,2714.6,BRSN2
1112,NV,Lee Canyon ,Clark,Lee Canyon ,36.30537,-115.67508,2626.8,LCAN2
1113,UT,Tony Grove RS ,Cache,Tony Grove Creek ,41.88568,-111.56927,1932.7,TGSU1
1114,UT,Garden City Summit ,Cache,Garden City Canyon-Frontal Bear River ,41.92134,-111.46936,2351.8,GDSU1
1115,UT,Klondike Narrows ,Cache,Hells Kitchen Canyon-Logan River ,41.96763,-111.59754,2223.5,KDNU1
1116,UT,Lakefork #3 ,Duchesne,Crystal Creek-Yellowstone River ,40.55002,-110.35318,2565.5,LFKU1
1117,UT,Spirit Lk ,Daggett,Upper Sheep Creek ,40.83871,-110.00524,3111.4,SPKU1
1118,UT,Lost Creek Resv ,Morgan,Upper Lost Creek ,41.22155,-111.35946,1848.3,LCVU1
1119,WY,Blackhall Mtn ,Carbon,Beaver Creek ,41.05616,-106.71384,2993.1,BLHW4
1120,CO,Elliot Ridge ,Summit,Deep Creek-Blue River ,39.864,-106.4246,3206.5,ELRC2
1121,AZ,Fort Valley ,Coconino,Upper Rio de Flag ,35.26806,-111.74486,2240.3,FRVA3
1122,CO,Hourglass Lake ,Larimer,Beaver Creek ,40.57913,-105.63068,2859,HRLC2
1123,CO,Long Draw Resv ,Larimer,La Poudre Pass Creek ,40.5123,-105.7656,3041.9,LRVC2
1124,CO,Moon Pass ,Saguache,California Gulch ,37.96661,-106.55837,3395.5,MOPC2
1125,AZ,Mormon Mtn Summit ,Coconino,Walnut Creek-Upper Lake Mary ,34.96964,-111.50922,2590.8,MMNA3
1127,AZ,Nutrioso ,Apache,San Francisco River-Luna Lake ,33.89747,-109.15517,2590.8,NUTA3
1128,CO,Sargents Mesa ,Saguache,Middle Creek ,38.28555,-106.37069,3514.4,SGMC2
1129,WA,Indian Rock ,Klickitat,Headwaters Little Klickitat River ,45.99077,-120.80767,1633.7,IRKW1
1130,WY,Castle Creek ,Fremont,Upper East Fork Wind River ,43.6748,-109.3774,2560.3,CCSW4
1131,WY,Little Goose ,Johnson,Upper Little Goose Creek ,44.54315,-107.17865,2703.6,LGSW4
1132,WY,Soldier Park ,Johnson,North Clear Creek ,44.34847,-107.0136,2657.9,SLDW4
1133,WY,Pocket Creek ,Sublette,Cottonwood Creek ,42.7121,-109.4112,2852.9,PKCW4
1134,WY,Larsen Creek ,Sublette,Pool Creek-Sweetwater River ,42.5801,-109.2896,2743.2,LCRW4
1135,UT,Burts Miller Ranch ,Summit,Cottonwood Creek-Mill Creek ,40.98467,-110.84989,2407.3,MRHU1
1136,NV,Toe Jam ,Elko,Toe Jam Creek ,41.31868,-116.34076,2343.9,TJMN2
1137,NV,Vacarro Springs ,Eureka,Torre Creek-Slough Creek-Frontal Diamond Valley ,39.44954,-115.98341,2397.9,VCSN2
1138,NM,Navajo Whiskey Ck ,San Juan,Whiskey Creek ,36.17728,-108.94691,2758.4,WCTN5
1139,AZ,Chalender ,Coconino,Pitman Valley-Scholz Lake ,35.26247,-112.06231,2164.1,CDRA3
1140,AZ,Baker Butte Smt ,Coconino,Toms Creek ,,,,
1141,CO,Upper Taylor ,Gunnison,Upper Taylor River ,38.99077,-106.75422,3243.1,UPTC2
1142,ID,Pierce R.S. ,Clearwater,Upper Orofino Creek ,46.495,-115.79612,938.8,PRNI1
1143,AZ,Beaver Spring ,Apache,Tsaile Creek-Tsaile Lake ,36.32678,-109.05711,2804.2,BVRA3
1144,MT,Blacktail Mtn ,Flathead,Ronan Creek ,47.98288,-114.3543,1722.1,BLTM8
1145,UT,Kilfoil Creek ,Morgan,Upper Lost Creek ,41.24764,-111.41249,2205.2,KILU1
1146,UT,Oak Creek ,Millard,Upper Oak Creek ,39.3485,-112.1919,2389,OARU1
1147,NV,Wheeler Peak ,White Pine,Lehman Creek ,39.00995,-114.31021,3068.4,WHPN2
1148,UT,Panguitch Lake RS ,Garfield,Ipson Creek ,37.70433,-112.65024,2532.3,PGLU1
1149,UT,Fish Lake Utah ,Sevier,Deadman Hollow ,38.50456,-111.76689,2678.9,FLSU1
1150,NV,Kalamazoo ,White Pine,Lower Spring Valley Creek ,39.5579,-114.62762,2369.5,KALN2
1151,UT,George Creek ,Box Elder,George Creek ,41.91562,-113.41154,2731.6,GECU1
1152,NV,Cave Mountain ,White Pine,Bastian Creek ,39.16337,-114.6133,3223.9,CAVN2
1153,UT,Buckboard Flat ,San Juan,North Creek-Montezuma Creek ,37.86943,-109.44717,2719.7,BUCU1
1154,UT,Brian Head ,Iron,Dry Lakes Creek ,37.67994,-112.85674,3059.3,BRHU1
1155,NV,Bird Creek ,White Pine,Timber Creek-Duck Creek ,39.46138,-114.64863,2297,BIRN2
1156,UT,Box Springs ,Piute,Box Creek ,38.49746,-112.00779,2812.4,SQUU1
1158,OR,Howard Prairie ,Jackson,Upper Jenny Creek ,42.215,-122.3713,1396,HOWO3
1159,WA,Gold Axe Camp ,Okanogan,Canada ,48.95161,-118.9864,1633.7,GAXW1
1160,CO,Weminuche Creek ,Archuleta,Sand Creek ,37.51976,-107.32152,3273.6,WMNC2
